q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
1,198101,1,3,2,2,1,2,7,3,3000,2,2,-1,200211
2,197112,1,3,1,2,1,1,6,3,2000,2,2,-1,199504
1,198803,1,3,1,2,1,1,7,3,4000,2,2,-1,200712
1,196407,1,3,1,2,1,1,7,3,2000,2,2,-1,198904
1,199304,1,5,1,1,1,1,1,1,1600,4,1,1,-1
1,198002,1,3,1,2,4,3,-1,-1,-1,4,1,2,-9
1,195710,1,3,2,2,1,2,3,3,8000,9,2,-1,198410
1,199101,1,3,1,1,1,2,1,1,3000,4,1,3,-1
2,198902,1,2,1,2,2,1,3,1,2000,9,2,-1,200605
1,196307,1,3,1,2,1,1,6,3,1000,2,2,-1,199011
1,196303,1,4,2,2,2,1,3,3,3000,9,2,-1,198410
2,196203,1,4,1,2,2,1,3,3,2000,9,2,-1,198511
1,196703,1,1,1,2,2,1,3,3,15000,9,2,-1,199103
1,198407,1,3,1,2,2,1,3,3,10000,9,2,-1,200712
1,198707,1,2,1,2,2,2,3,1,2000,9,2,-1,200102
2,198708,1,3,1,2,2,1,3,3,3000,9,2,-1,200810
1,197907,1,3,1,2,2,1,3,3,3000,9,2,-1,200301
2,197708,1,3,1,2,2,1,3,3,2500,2,2,-1,200103
1,197409,1,4,1,2,1,1,1,1,2800,4,1,1,199702
2,199606,1,2,1,1,6,4,-1,-1,-1,9,2,-1,-1
1,198310,1,3,1,2,2,2,3,3,1000,9,2,-1,200701
2,198311,1,2,1,2,1,2,1,1,1500,4,2,-1,200612
1,199602,1,3,1,1,1,2,1,1,1000,6,2,-1,-1
2,199002,1,3,1,2,5,1,-1,-1,-1,5,2,-1,201005
2,197903,1,4,1,2,1,1,1,2,3000,6,2,-1,200211
1,197304,1,3,1,2,1,1,1,2,4000,6,2,-1,199511
2,197612,1,6,2,2,1,1,12,1,1500,6,2,-1,200802
1,196905,1,3,1,2,1,1,1,2,4000,6,2,-1,199810
1,197004,1,3,2,2,1,2,1,1,2000,6,2,-1,199210
1,197304,1,2,1,2,1,1,1,1,5000,6,2,-1,199512
1,198108,1,6,1,2,1,2,1,2,5000,1,2,-1,201005
2,197906,1,3,1,2,1,1,1,1,2000,6,2,-1,200301
1,195909,1,2,1,2,1,2,1,1,2000,6,2,-1,198411
2,196809,1,2,1,2,1,2,3,3,5000,6,2,-1,198809
2,197209,1,3,1,2,1,1,1,2,8000,6,2,-1,199412
1,199110,1,4,1,1,1,1,1,1,3500,6,2,-1,-1
1,198612,1,5,1,1,1,2,1,1,500,6,2,-1,-1
2,199109,1,3,1,2,5,1,-1,-1,-1,1,2,-1,201101
1,196807,1,2,1,2,1,1,1,1,5000,6,2,-1,199612
1,198809,1,3,1,2,1,1,1,2,5000,6,2,-1,201101
2,196608,1,3,1,2,1,1,1,1,1500,6,2,-1,198801
2,198504,1,6,2,1,1,1,4,1,1500,4,3,-1,-1
1,198203,1,3,1,2,1,1,10,3,3500,2,2,-1,200502
1,198906,1,3,1,1,1,1,1,1,3500,4,2,-1,-1
2,198506,1,5,1,1,1,1,1,1,1200,4,1,1,-1
1,198808,1,5,1,1,1,2,1,1,3500,1,1,3,-1
1,196603,1,3,1,2,1,1,4,1,3000,2,2,-1,198611
2,198504,1,5,1,1,1,1,4,1,1500,2,3,-1,-1
1,198802,1,3,1,1,1,3,1,1,3000,4,2,-1,-1
1,198707,1,2,1,2,1,1,6,1,2400,1,2,-1,201201
1,198906,1,5,1,2,1,1,1,1,3500,4,2,-1,201204
1,198607,1,3,2,1,1,1,1,1,2700,4,2,-1,-1
1,199005,1,3,1,1,1,1,1,1,2000,4,1,3,-1
1,198603,1,6,2,1,1,1,1,1,2700,4,1,2,-1
1,198904,1,5,1,1,1,2,1,1,3500,2,1,3,-1
1,198706,1,3,1,1,1,2,1,1,2000,4,2,-1,-1
2,199002,1,4,1,1,1,1,1,1,1500,4,3,-1,-1
2,198602,1,6,2,1,1,1,1,1,3000,4,1,1,-1
1,198910,1,3,1,1,1,1,1,1,3500,4,1,3,-1
1,198605,1,7,1,1,1,1,1,1,2000,1,1,1,-1
1,199003,1,3,1,1,1,1,1,1,3420,4,3,-1,-1
2,198204,1,3,2,2,5,1,-1,-1,-1,2,2,-1,200410
2,197909,1,3,1,2,1,1,6,3,6000,6,2,-1,200002
2,196305,1,2,1,2,1,1,6,3,2000,2,2,-1,198301
2,198603,3,4,1,1,1,2,6,1,2000,2,1,1,-1
2,197503,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200106
2,198312,1,3,1,2,1,1,6,3,3000,2,2,-1,200803
2,195809,1,3,1,2,1,1,6,3,1000,2,2,-1,197912
1,198908,3,3,2,1,1,1,6,3,3000,2,2,-1,-1
2,196112,1,3,1,2,5,1,-1,-1,-1,2,2,-1,198102
2,196104,1,4,2,2,1,2,15,1,1500,2,2,-1,198709
2,196511,3,3,1,2,1,1,6,1,1500,2,2,-1,198805
2,198008,1,3,1,2,1,1,15,3,3000,6,2,-1,200309
2,197406,2,4,1,2,1,1,6,3,10000,6,2,-1,200502
2,196401,1,3,1,2,1,1,7,1,1700,2,1,1,198210
2,197403,1,3,1,2,5,2,-1,-1,-1,3,2,-1,199902
1,196501,3,3,1,2,1,2,1,1,2200,2,1,1,198512
2,196803,1,2,1,2,3,2,-1,-1,-1,2,2,-1,198711
2,196509,3,4,2,2,3,1,-1,-1,-1,2,2,-1,199101
2,195811,3,3,1,2,5,1,-1,-1,-1,2,2,-1,198805
1,197210,3,3,1,2,1,1,5,1,2500,2,1,2,200408
2,197404,1,2,1,2,1,2,6,3,5000,2,2,-1,199702
1,198407,1,5,1,2,1,1,6,3,2000,2,2,-1,200512
1,196210,4,3,1,2,1,1,6,3,3000,7,2,-1,198806
2,196305,3,3,1,2,1,1,8,3,1500,2,2,-1,198411
2,197710,1,3,1,1,1,2,8,3,2900,2,2,-1,-1
2,197808,1,3,1,2,1,2,7,3,3000,2,2,-1,200110
2,197801,1,5,2,1,1,1,8,3,2000,2,2,-1,-1
2,198312,1,6,2,2,1,1,6,3,3000,2,2,-1,200811
1,196203,1,4,1,2,1,1,7,3,5000,2,2,-1,198810
2,198107,1,3,1,2,1,1,8,3,2000,2,2,-1,199909
2,198906,1,6,1,1,1,2,6,1,900,2,2,-1,-1
1,198911,1,6,1,1,1,2,8,1,1200,7,1,2,-1
1,197510,1,4,2,2,1,1,2,1,4000,7,2,-1,199909
1,197908,1,4,1,2,1,1,7,3,1500,2,2,-1,200304
1,199309,1,5,1,1,1,2,6,1,1300,4,2,-1,-1
1,198007,1,3,1,2,1,1,6,3,2000,2,2,-1,200503
1,198605,1,3,1,2,1,1,7,1,2000,2,2,-1,201010
1,198710,1,4,1,2,1,1,4,3,4300,2,2,-1,200901
1,197206,1,4,1,2,1,1,13,1,3000,7,2,-1,199503
2,197309,1,3,1,2,1,1,7,3,3000,2,2,-1,199810
1,198508,1,6,2,2,1,2,15,1,6000,2,1,3,201009
1,198908,1,3,1,2,1,2,6,1,3000,6,2,-1,201204
1,197308,1,3,1,2,1,2,6,1,1500,7,2,-1,199807
1,196203,1,4,1,2,1,1,15,3,1000,2,2,-1,198711
2,198610,1,3,2,2,1,1,6,3,3000,2,2,-1,200610
1,197702,1,5,2,2,1,1,12,3,10000,7,1,2,200803
2,198011,1,3,1,2,1,1,7,1,1600,6,2,-1,200012
1,198302,1,3,1,2,1,1,7,1,2000,2,2,-1,200806
1,198007,1,3,1,2,1,1,7,1,3000,6,2,-1,200212
2,199508,1,3,1,1,1,2,7,1,1600,6,3,-1,-1
2,198707,1,6,1,1,1,2,9,1,3300,2,1,1,-1
1,199611,1,3,1,1,1,2,7,1,1600,6,3,-1,-1
1,198806,11,7,2,1,1,2,15,1,5300,2,1,1,-1
2,198907,1,1,1,1,1,2,9,1,4000,2,1,1,-1
2,199505,1,3,1,1,1,1,7,1,1600,1,3,-1,-1
1,199104,1,4,1,1,1,2,7,1,1800,6,2,-1,-1
1,199106,1,5,1,1,1,2,7,1,1800,6,2,-1,-1
2,197704,1,3,1,2,1,1,6,3,15000,7,1,1,200511
2,198409,1,4,1,2,1,1,7,1,2000,6,2,-1,200610
1,197001,1,3,2,2,1,1,7,1,3500,7,1,1,198906
2,198701,1,5,1,1,1,1,15,1,2000,1,3,-1,-1
2,198301,1,3,1,2,5,1,-1,-1,-1,4,2,-1,200311
1,198209,1,6,2,2,1,1,1,1,3000,7,1,1,200912
2,197908,1,3,2,2,5,1,-1,-1,-1,2,2,-1,200011
1,197408,1,4,2,2,1,1,10,1,3000,7,1,1,199803
2,197701,1,3,2,2,5,2,-1,-1,-1,7,2,-1,200002
1,197505,1,4,1,2,1,1,7,2,5000,2,2,-1,199702
2,199510,4,4,1,1,6,1,-1,-1,-1,7,2,-1,-1
2,196810,1,3,2,2,1,1,8,1,2000,2,2,-1,198306
2,197012,1,5,2,2,1,1,8,1,2000,7,2,-1,199004
2,198204,1,3,2,2,5,1,-1,-1,-1,7,2,-1,200607
2,198203,1,5,2,2,5,1,-1,-1,-1,7,2,-1,200607
2,198212,1,4,2,2,5,1,-1,-1,-1,7,2,-1,200603
2,195904,1,3,1,2,5,1,-1,-1,-1,5,2,-1,198903
1,198610,1,6,2,1,1,1,1,1,3000,2,2,-1,-1
2,196905,1,3,1,2,1,1,6,1,5000,7,2,-1,199003
1,197402,1,3,1,2,1,1,4,2,8000,7,2,-1,199004
1,197402,1,3,1,2,1,1,4,1,1500,7,2,-1,199611
1,199301,1,4,2,1,6,1,-1,-1,-1,7,2,-1,-1
2,199702,4,4,1,1,6,4,-1,-1,-1,7,2,-1,-1
