q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
1,197408,1,3,1,2,1,1,6,3,2000,2,2,-1,199512
1,198001,1,3,1,2,1,2,7,2,2500,2,2,-1,200612
1,197507,1,3,1,2,1,2,10,3,3000,2,2,-1,201101
2,197603,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200101
2,196511,1,2,1,2,1,2,7,1,1500,2,2,-1,198609
1,197609,1,3,1,2,1,2,4,1,3000,2,2,-1,201002
1,197810,1,3,1,2,1,1,6,1,3000,2,2,-1,200310
1,198106,1,4,1,2,1,1,6,1,3000,2,2,-1,200403
2,195411,1,1,1,2,1,1,7,1,1500,2,2,-1,197810
1,197911,1,3,1,2,1,1,6,2,20000,2,2,-1,199912
2,196102,1,1,1,2,1,1,7,1,1500,4,2,-1,197705
2,195601,1,4,2,2,5,1,-1,-1,-1,2,2,-1,198110
2,195311,1,3,1,2,5,1,-1,-1,-1,4,2,-1,197803
2,195911,1,3,1,2,1,1,8,1,2000,2,2,-1,198306
2,195610,1,2,1,2,5,1,-1,-1,-1,2,2,-1,197905
1,195909,1,3,1,2,1,1,6,3,5000,2,2,-1,198205
1,195506,1,2,1,2,1,1,10,3,2000,2,2,-1,197910
1,198908,1,3,1,1,3,1,-1,-1,-1,2,2,-1,-1
1,196407,1,4,2,2,1,1,6,3,3000,2,2,-1,198510
1,199003,1,3,1,1,1,1,6,3,3000,2,2,-1,-1
2,198910,1,6,2,1,1,1,4,1,2600,2,2,-1,-1
1,197603,1,3,1,2,1,1,6,3,3000,2,2,-1,199809
2,198903,1,5,1,1,1,1,8,1,3500,2,1,3,-1
2,195404,1,4,2,5,5,1,-1,-1,-1,2,2,-1,197710
1,197512,1,2,1,2,1,1,10,3,2000,2,2,-1,200605
1,195812,1,3,1,2,1,1,10,3,5000,2,2,-1,198605
2,198912,1,3,1,1,3,2,-1,-1,-1,2,2,-1,-1
1,198707,1,3,1,1,1,1,10,1,4200,2,1,1,-1
2,196205,1,2,1,2,1,1,8,1,2200,2,1,1,198202
1,199102,1,5,2,1,1,2,1,1,2500,2,1,2,-1
1,198409,1,3,1,2,1,1,10,1,1800,2,1,1,200812
1,196603,14,3,1,2,1,2,1,1,2700,2,1,2,198701
2,197902,1,3,1,2,1,1,7,1,1600,2,2,-1,199905
2,197110,1,3,1,2,1,1,4,1,5000,2,2,-1,199410
1,196509,1,6,2,4,1,1,1,1,1500,2,1,1,199301
2,197808,1,3,1,2,1,1,8,1,2000,2,2,-1,200211
2,195711,1,2,1,2,5,2,-1,-1,-1,2,2,-1,197901
2,198803,1,4,1,2,1,1,8,1,2800,2,2,-1,200802
2,198209,1,4,1,2,1,1,8,1,3000,2,2,-1,200302
2,198610,1,4,1,2,1,1,7,1,3500,2,2,-1,200401
1,197105,1,2,1,2,1,1,4,1,3500,4,2,-1,199512
2,198711,1,4,1,2,1,1,8,1,3300,2,2,-1,200902
1,198608,1,4,1,2,1,1,8,1,3000,2,2,-1,200905
1,198905,1,5,1,1,1,1,13,1,4000,2,1,1,-1
1,198605,1,6,1,1,1,1,13,1,2000,2,2,-1,-1
2,197208,1,3,1,2,1,1,13,1,1800,2,2,-1,199302
1,198805,1,6,1,1,1,1,13,1,4000,2,2,-1,-1
2,197307,1,2,1,2,1,1,15,1,1500,2,3,-1,199301
1,196910,1,4,1,3,1,1,8,1,2000,2,2,-1,200009
1,198204,1,3,1,2,1,1,7,1,3500,2,2,-1,200402
1,197408,1,5,1,2,1,1,8,1,2500,2,1,1,199808
2,197908,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199908
2,197004,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199405
1,195812,1,3,1,2,1,1,8,1,1800,2,2,-1,198210
2,196809,1,3,1,2,5,1,-1,-1,-1,2,2,-1,199005
2,197212,2,3,1,2,1,1,7,1,2500,1,1,1,199803
2,198109,1,3,1,2,1,1,6,1,2300,2,2,-1,200405
2,198210,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200308
1,196602,1,3,1,2,1,1,6,3,2000,2,2,-1,198805
2,198301,1,3,1,2,1,1,6,3,3000,2,2,-1,200509
2,198804,1,3,1,2,4,1,-1,-1,-1,2,2,-1,201203
1,198007,1,3,1,2,1,1,6,3,3500,2,2,-1,200401
1,197311,1,3,1,2,1,1,7,3,5000,2,2,-1,199810
2,196804,1,3,1,2,1,1,7,3,3500,2,2,-1,199011
1,197411,1,4,1,2,1,1,6,3,3000,2,2,-1,199801
1,196512,1,2,1,2,1,1,4,1,4000,2,2,-1,198712
2,198701,1,4,1,2,1,1,6,3,2000,2,2,-1,200711
2,198411,1,3,1,2,1,2,13,3,1500,2,2,-1,201101
1,197411,3,3,1,2,1,1,6,2,800,2,2,-1,199903
2,198803,1,5,1,2,1,1,6,3,3000,2,2,-1,200710
1,197111,1,3,1,2,1,1,6,3,5000,2,2,-1,198812
2,197104,1,3,1,2,1,2,6,3,4000,2,2,-1,198910
2,197009,1,2,1,2,1,1,6,3,3500,2,2,-1,199409
1,197903,1,3,1,2,1,1,6,3,2000,2,2,-1,199905
2,197008,1,2,1,2,1,1,6,3,3000,2,2,-1,199401
1,199006,1,3,1,1,1,1,7,1,2000,4,2,-1,-1
2,199008,1,3,1,1,1,1,7,1,1800,4,2,-1,-1
1,199210,1,3,1,1,1,1,7,1,2000,4,2,-1,-1
2,198110,1,3,1,2,1,1,6,3,1000,2,2,-1,200212
2,196307,1,3,2,2,5,1,-1,-1,-1,2,2,-1,199805
2,197906,1,3,1,2,1,1,6,3,2000,2,2,-1,200205
2,198510,1,4,2,2,1,1,7,3,1000,2,2,-1,200403
1,198411,1,4,2,2,1,1,6,1,2000,2,2,-1,200603
2,197312,1,3,1,2,1,1,7,3,3000,2,2,-1,199803
1,196208,1,4,2,2,1,1,4,3,3000,2,2,-1,198608
1,197010,1,2,1,2,1,1,4,1,600,2,2,-1,199001
1,198810,1,4,1,2,1,1,6,1,2000,2,2,-1,201011
1,197502,1,3,1,2,1,1,7,3,3000,2,2,-1,200010
1,198201,1,3,1,2,1,1,4,1,3000,2,2,-1,200810
1,196612,1,3,1,2,1,1,8,3,3000,2,2,-1,199501
2,197203,1,3,1,2,1,1,7,3,1000,2,2,-1,199602
1,198804,1,3,1,2,1,1,7,3,5000,2,2,-1,200909
2,197606,1,3,1,2,4,1,-1,-1,-1,2,2,-1,199205
2,198009,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200312
1,197512,1,3,1,2,1,1,8,3,3000,2,2,-1,200105
1,197609,1,3,1,2,1,1,6,3,2500,2,2,-1,199806
1,196903,1,2,1,2,1,1,6,3,3000,2,2,-1,199011
2,197702,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200310
2,196603,1,3,1,2,1,2,6,3,4000,2,2,-1,198811
1,198505,1,3,1,2,1,1,10,1,2000,2,2,-1,200712
2,198610,1,3,1,2,1,1,15,1,2000,2,2,-1,200508
1,197709,1,3,1,2,1,1,4,2,1800,2,2,-1,200012
2,199001,1,6,1,1,1,1,13,1,3000,2,2,-1,-1
2,198306,1,4,1,1,3,2,-1,-1,-1,1,2,-1,-1
1,198301,1,3,1,2,1,1,6,3,4800,2,2,-1,200709
1,198811,1,4,1,1,1,1,6,1,4000,1,2,-1,-1
1,196805,1,3,1,2,1,1,6,3,2000,1,2,-1,198802
1,199001,1,3,1,1,1,1,6,3,5000,2,2,-1,-1
2,197909,1,4,1,2,1,1,9,3,5000,1,2,-1,199810
2,198601,1,3,1,2,1,1,6,3,6000,1,2,-1,199902
1,197003,1,5,1,2,1,1,6,3,8000,2,2,-1,199804
2,197110,1,3,1,2,4,2,-1,-1,-1,1,2,-1,200001
1,196104,1,3,1,2,1,1,6,3,3800,1,2,-1,198201
2,196905,1,3,1,1,2,1,14,1,2000,2,2,-1,-1
2,198810,1,3,1,1,1,1,6,1,2000,1,2,-1,-1
2,198609,1,3,1,1,1,1,8,1,2200,1,2,-1,-1
2,196502,1,2,1,2,4,2,-1,-1,-1,1,2,-1,198802
2,197211,1,3,1,2,1,1,6,3,7000,1,2,-1,199210
1,196705,1,3,1,5,1,1,6,3,5000,1,2,-1,199312
1,198008,1,3,1,2,1,1,7,3,10000,1,2,-1,200605
1,197603,1,3,1,2,1,1,6,3,8000,1,2,-1,200003
1,199005,1,3,1,1,1,1,7,3,3000,1,2,-1,-1
1,199303,1,3,1,1,4,1,-1,-1,-1,1,2,-1,-1
2,197508,1,3,2,2,4,1,-1,-1,-1,2,2,-1,199512
1,197711,1,3,1,2,1,1,8,1,2000,6,2,-1,200012
1,197503,1,3,1,2,1,1,6,3,4000,2,2,-1,200201
1,199203,1,5,1,1,1,2,8,1,3300,2,2,-1,-1
2,198307,1,4,1,2,5,2,-1,-1,-1,2,2,-1,200708
2,197807,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200112
1,198410,1,3,1,2,1,1,6,1,3000,2,1,1,200612
1,196402,1,3,1,2,1,1,15,1,2800,2,2,-1,198501
2,198309,1,4,1,2,1,2,6,2,6000,2,2,-1,200708
2,199206,1,4,1,1,1,1,7,1,2000,2,2,-1,-1
1,199309,1,3,1,1,1,2,1,1,3000,2,2,-1,-1
1,198106,1,5,1,2,1,1,8,1,2300,2,2,-1,200503
1,197202,1,3,1,2,3,1,-1,-1,-1,2,2,-1,199305
1,198306,3,6,1,2,1,2,1,2,8000,2,1,1,200402
2,198709,1,2,1,2,5,1,-1,-1,-1,2,2,-1,200701
1,195606,1,2,1,2,1,1,4,1,2500,4,2,-1,198101
1,199111,1,3,1,1,1,1,6,3,2000,2,2,-1,-1
2,198104,1,6,2,1,1,2,9,1,3600,2,2,-1,-1
1,196809,3,2,1,2,3,1,-1,-1,-1,2,2,-1,198901
1,196604,1,2,2,2,1,1,6,2,25000,6,2,-1,198910
2,198305,1,4,1,2,1,1,6,1,5000,4,2,-1,200403
2,199202,1,5,1,1,1,1,13,1,2000,4,2,-1,-1
2,197607,1,3,1,1,3,2,-1,-1,-1,2,2,-1,-1
2,199509,1,3,1,1,1,1,15,1,3500,4,2,-1,-1
2,199505,1,4,1,1,1,1,12,1,1700,4,2,-1,-1
2,199002,1,6,1,1,1,1,12,1,2000,2,1,3,-1
2,198711,1,3,1,2,1,1,6,2,4000,2,2,-1,200802
2,197507,1,5,2,4,4,1,-1,-1,-1,2,2,-1,199412
2,197309,1,6,2,2,1,2,7,2,5500,1,2,-1,200509
2,198110,2,7,2,2,5,1,-1,-1,-1,2,2,-1,201004
2,198711,2,3,1,2,5,1,-1,-1,-1,2,2,-1,200902
2,197111,1,3,1,2,1,1,15,1,2000,2,2,-1,199804
2,198807,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200711
2,199010,1,3,1,1,4,2,-1,-1,-1,2,2,-1,-1
2,198810,1,3,2,1,4,1,-1,-1,-1,2,2,-1,-1
2,199110,1,6,1,1,1,1,15,1,1700,4,2,-1,-1
2,199111,1,6,1,2,1,1,15,1,2000,4,2,-1,201001
2,198205,1,4,1,2,1,1,15,2,8000,2,2,-1,200510
2,199405,1,4,1,1,1,1,13,1,2000,4,2,-1,-1
2,198807,1,6,2,1,1,1,13,1,2000,4,1,3,-1
1,196410,1,3,1,3,1,1,7,2,10000,7,2,-1,200912
1,198503,1,4,1,2,1,1,8,2,2000,4,2,-1,200609
1,199301,1,3,1,1,1,1,6,3,1800,4,2,-1,-1
2,197810,1,3,1,2,1,1,6,3,5000,2,2,-1,200210
2,198008,1,3,1,4,1,1,7,1,6000,2,2,-1,200105
1,197810,1,6,1,2,1,1,9,3,6000,2,2,-1,200406
1,197709,1,3,1,2,1,1,6,3,5000,2,2,-1,200006
2,197211,1,3,1,2,1,1,6,3,6000,2,2,-1,199611
1,197809,1,6,1,2,1,1,9,3,3500,2,2,-1,200410
1,197202,1,3,1,2,1,1,7,1,2500,2,2,-1,199812
1,197212,1,4,1,2,1,1,8,3,7000,2,2,-1,199605
2,197504,1,4,2,2,1,1,6,3,-9,2,2,-1,199501
1,196912,1,3,1,2,1,1,6,3,4000,2,2,-1,198910
1,199603,1,3,1,1,4,2,-1,-1,-1,2,2,-1,-1
2,196807,1,2,1,2,1,1,7,3,5000,2,2,-1,198901
2,197303,1,3,1,2,5,1,-1,-1,-1,1,2,-1,199506
1,198401,1,4,1,1,1,1,7,3,3000,6,2,-1,-1
1,196111,1,4,1,2,1,1,6,3,2000,2,2,-1,198711
2,197311,1,2,1,2,1,1,8,3,3000,6,2,-1,199701
2,196804,1,3,1,2,3,1,-1,-1,-1,2,2,-1,198811
1,198301,1,3,1,2,1,1,6,3,4000,6,2,-1,200601
2,199003,1,3,1,1,1,1,6,3,5000,6,2,-1,-1
1,198708,1,3,1,1,1,1,9,1,3000,5,2,-1,-1
1,199112,1,3,1,1,1,1,6,3,5000,6,2,-1,-1
2,199003,1,3,2,1,1,1,7,1,2500,2,2,-1,-1
1,197404,1,4,1,2,1,1,4,1,7000,5,2,-1,200008
2,197209,7,3,2,2,1,1,1,1,1300,1,3,-1,200605
2,197402,1,6,2,2,1,1,9,1,4500,7,1,3,199707
1,197806,1,3,1,1,1,1,8,1,2000,4,2,-1,-1
2,198003,14,5,2,2,1,1,7,1,4000,7,2,-1,200605
1,198006,1,4,1,2,1,1,15,3,4000,1,2,-1,200905
1,198609,1,3,1,1,1,1,9,1,3000,2,2,-1,-1
2,198908,1,6,2,1,1,1,15,1,2500,1,3,-1,-1
1,197602,1,7,2,2,1,1,13,1,3500,1,1,2,200505
1,196404,1,7,2,2,1,1,4,2,8000,2,2,-1,199401
1,196512,1,7,2,2,1,1,7,1,2000,2,2,-1,198602
1,196707,1,4,1,2,1,1,7,1,4000,4,2,-1,200502
2,197605,1,7,2,2,5,1,-1,-1,-1,7,1,3,200902
2,197804,1,8,2,2,1,1,11,1,2300,2,1,2,200605
1,197004,20,7,2,2,1,3,8,1,1200,2,1,1,199106
1,196909,1,3,1,2,1,1,7,3,5000,2,2,-1,199011
1,196611,1,3,1,2,1,3,4,3,3000,6,2,-1,198601
1,197005,1,3,1,2,1,1,6,3,3000,2,2,-1,199605
1,199002,1,3,1,2,1,1,4,3,3000,6,3,-1,201202
2,197210,3,3,1,2,4,1,-1,-1,-1,2,2,-1,199203
2,197902,1,3,1,1,1,1,6,3,2000,2,2,-1,-1
2,199208,1,3,1,2,1,1,6,3,1800,2,2,-1,201106
1,196907,1,3,2,2,1,1,6,3,2800,2,1,1,199401
2,197506,1,3,1,2,1,1,6,2,3000,2,2,-1,199610
1,197606,1,3,1,2,1,1,13,1,2000,5,1,1,199901
1,196611,1,3,1,2,1,1,4,3,2000,2,2,-1,198912
2,198802,4,3,1,2,1,1,7,1,1800,2,2,-1,201202
2,198910,1,5,1,2,1,1,6,1,2500,2,1,1,201205
2,197007,1,3,1,2,1,1,12,1,3000,2,1,2,199405
1,196712,1,3,1,2,1,1,6,3,1800,2,2,-1,198501
1,195601,1,3,2,2,1,1,7,1,1800,2,2,-1,197905
2,198710,1,3,1,2,1,1,6,3,2000,2,2,-1,201105
1,196411,1,3,1,2,1,1,6,3,2500,2,2,-1,199009
2,197211,1,3,1,2,1,1,15,3,3000,2,2,-1,199901
2,197602,1,3,1,2,1,1,6,3,3000,2,2,-1,199907
1,198806,1,4,1,2,1,1,15,1,4500,1,2,-1,201106
1,198801,1,6,2,1,1,1,4,1,3000,1,1,1,-1
2,198907,1,6,2,1,1,1,9,1,12000,1,2,-1,-1
1,196905,1,5,2,2,1,1,1,1,2000,1,1,1,199205
1,197706,1,3,1,1,1,1,6,2,4000,1,2,-1,-1
2,198811,1,6,2,1,1,1,12,1,2500,1,1,2,-1
2,197706,1,6,2,2,1,1,6,1,2000,1,1,2,200212
1,197005,1,3,2,2,1,1,6,1,4000,1,2,-1,199603
1,197202,1,2,1,2,1,1,6,3,2000,6,2,-1,199810
1,197910,1,7,2,2,1,1,13,1,5000,1,1,2,200812
2,198010,1,3,1,2,1,1,6,3,3000,1,1,2,200103
2,197811,1,3,1,2,1,1,15,1,3000,1,1,2,200105
1,198610,1,4,1,2,1,1,4,1,6500,1,1,1,201202
1,198702,1,4,1,2,1,1,1,1,4000,1,1,1,201006
2,197509,1,4,1,2,1,1,11,1,3000,1,1,2,200308
1,198205,1,2,1,2,1,1,6,3,3000,1,2,-1,201010
1,198112,1,3,1,2,1,1,13,2,3000,1,1,1,200407
1,198007,1,4,1,2,1,1,6,1,5000,1,2,-1,200412
2,198610,1,4,1,1,1,1,13,1,2000,1,2,-1,-1
1,198511,1,7,1,2,1,1,4,1,8000,1,1,1,201105
2,198903,1,4,1,1,1,2,7,1,2000,4,2,-1,-1
2,199104,1,3,1,1,1,1,7,1,2000,4,2,-1,-1
2,198110,1,3,1,2,1,1,7,1,2000,4,1,1,200308
2,199305,1,3,1,1,1,2,7,1,2000,4,2,-1,-1
2,199411,1,3,1,1,1,2,7,1,2000,4,1,3,-1
1,199108,1,3,1,1,1,2,15,1,1600,4,1,2,-1
2,199405,1,4,1,1,1,2,8,1,2100,4,3,-1,-1
2,199210,5,1,1,1,1,2,7,1,1900,4,2,-1,-1
2,199111,1,3,1,1,1,2,7,1,2000,4,2,-1,-1
2,199303,1,3,1,1,1,2,7,1,1900,4,2,-1,-1
2,199202,3,5,1,1,1,2,7,1,-9,4,2,-1,-1
2,199002,1,4,1,1,1,1,7,1,2000,4,2,-1,-1
2,199210,1,3,1,1,1,1,7,1,2000,4,1,3,-1
2,199508,1,3,1,1,1,2,7,1,2000,4,2,-1,-1
2,199008,1,5,1,1,1,1,7,1,2000,4,2,-1,-1
1,199003,1,3,1,1,1,2,15,1,1600,4,1,2,-1
1,198108,1,3,1,2,1,2,8,1,2000,4,3,-1,200503
2,199310,1,5,2,1,1,2,7,1,2000,4,2,-1,-1
2,199401,1,3,1,1,1,2,7,1,2000,4,1,3,-1
2,198901,1,3,2,1,1,2,7,1,2000,4,2,-1,-1
1,197105,1,7,2,2,1,1,13,1,6000,7,1,1,199606
2,197707,1,6,2,2,1,1,12,1,3000,7,1,2,200207
2,197102,1,3,2,2,1,1,6,2,2000,7,2,-1,198305
1,196110,1,8,2,2,1,1,14,1,5000,7,1,3,200105
1,197610,1,4,2,2,1,1,12,1,6000,7,2,-1,200503
2,198204,1,7,2,2,5,1,-1,-1,-1,7,2,-1,200507
2,197601,1,7,2,2,1,1,9,1,10000,7,1,1,200301
2,197211,1,7,2,2,1,1,12,1,8000,7,2,-1,199205
1,197612,4,7,2,2,1,1,12,1,6000,7,1,1,200603
2,198607,1,7,2,1,1,1,12,1,10000,7,2,-1,-1
2,198006,1,6,2,2,1,1,9,1,4000,7,1,2,200603
2,197205,1,3,1,2,1,1,6,3,2000,7,2,-1,199302
1,196602,1,4,2,2,1,1,6,2,3000,7,2,-1,198708
1,197308,1,6,2,2,1,1,11,1,5000,7,1,1,199706
1,198201,1,7,2,2,1,1,7,2,90000,7,2,-1,200701
1,197305,1,6,1,2,1,1,14,1,6000,7,1,1,200002
2,197408,1,7,2,2,5,1,-1,-1,-1,7,2,-1,201010
1,198010,1,7,2,2,1,1,12,1,8000,7,1,1,200805
1,199505,1,4,2,1,6,3,-1,-1,-1,7,2,-1,-1
2,198004,1,7,2,2,1,1,13,1,4000,7,1,3,200207
1,198505,1,3,1,1,1,1,14,1,1500,4,1,1,-1
1,199204,4,3,2,1,1,1,8,1,2000,4,2,-1,-1
2,198708,1,7,2,1,1,1,7,1,-9,4,1,1,-1
1,197303,1,4,1,2,1,1,7,1,5500,4,1,1,199709
1,198410,1,3,1,1,1,1,7,1,2000,4,1,1,-1
1,198603,1,3,1,2,1,1,7,1,3500,4,1,1,200712
2,197702,1,4,1,2,1,1,7,1,2400,4,1,3,199902
1,196708,1,3,2,3,1,1,7,1,6000,4,1,3,199410
2,198307,1,4,1,2,1,1,7,1,3000,4,1,1,200711
2,197609,1,3,1,2,1,1,7,1,1900,2,1,1,199812
1,197603,1,6,1,2,1,1,7,1,9000,4,1,2,200506
2,196712,1,3,2,2,1,1,7,1,1300,4,1,1,199208
1,197602,1,3,1,2,1,1,6,1,3000,2,2,-1,199904
1,197510,1,7,2,2,1,1,13,1,5000,1,1,1,200701
2,199204,1,3,1,1,1,1,7,1,2300,4,1,1,-1
1,198804,1,4,1,1,1,1,7,1,3200,4,2,-1,-1
2,198003,1,2,1,2,1,1,7,1,2200,4,1,3,199912
1,197608,1,3,1,2,1,1,7,1,1800,4,1,1,200001
2,198703,1,3,2,2,5,1,-1,-1,-1,4,2,-1,200710
2,199104,1,3,1,1,1,1,7,1,1800,4,1,1,-1
2,197006,1,3,1,2,1,2,8,1,1700,4,2,-1,199512
1,196607,1,3,1,2,1,2,15,1,1900,4,2,-1,198304
1,197710,1,6,2,2,1,1,8,1,1900,5,2,-1,199901
2,196903,1,2,1,2,1,2,15,1,2500,5,2,-1,199302
2,198803,1,4,1,1,1,2,8,1,1800,4,1,2,-1
2,196807,1,3,1,2,1,1,8,1,1500,2,2,-1,198605
2,198307,1,3,1,2,1,1,8,1,2000,2,2,-1,200404
1,196809,1,4,2,2,1,1,8,1,2000,6,1,3,199010
1,197812,1,4,1,2,1,1,8,1,1500,4,1,2,-9
2,196712,1,3,1,2,1,2,8,1,2000,4,2,-1,198611
1,196710,1,6,2,2,1,1,15,3,7000,7,2,-1,199110
2,197504,1,1,1,2,1,1,6,3,2500,9,2,-1,199602
1,199602,1,3,2,1,6,1,-1,-1,-1,5,1,2,-1
1,199409,1,4,1,1,1,2,8,1,2200,4,1,3,-1
2,199202,1,5,2,1,1,2,8,1,2000,1,1,1,-1
1,196306,1,2,1,2,1,2,4,1,3000,2,2,-1,198809
2,197903,1,3,1,2,1,1,8,1,1500,4,1,3,200001
2,198410,1,4,1,1,1,1,7,1,4000,2,2,-1,-1
1,198701,1,3,1,1,1,2,8,1,1400,6,1,2,-1
1,197705,1,3,2,2,1,1,8,1,3000,2,1,3,199910
1,197012,1,4,1,2,1,1,6,3,2200,5,2,-1,199508
2,198006,1,4,1,2,4,1,-1,-1,-1,2,2,-1,201009
2,198603,1,6,2,2,5,2,-1,-1,-1,7,2,-1,201003
2,198811,1,5,1,2,1,1,15,1,3300,2,1,3,201007
2,197910,1,8,2,2,1,1,12,1,3000,2,1,1,200702
2,199609,1,3,1,1,1,2,7,1,1500,4,2,-1,-1
1,197508,1,5,1,2,1,1,7,1,4000,2,1,3,200012
1,198009,1,3,1,2,1,1,15,3,3000,2,2,-1,200301
1,196607,1,3,1,2,1,1,6,3,1000,2,2,-1,198911
1,197103,1,3,1,2,1,1,7,1,2000,2,2,-1,199905
2,198410,1,6,1,1,1,1,9,1,8000,4,1,3,-1
1,198010,1,6,2,2,1,2,11,1,4000,3,2,-1,200906
2,198312,1,4,1,1,1,1,7,1,1800,5,2,-1,-1
1,199007,1,4,1,1,1,1,7,1,2000,4,2,-1,-1
1,199402,1,4,1,1,1,2,7,1,-9,4,2,-1,-1
2,198207,1,8,2,2,1,2,4,1,4000,3,1,3,200804
1,198210,1,4,1,2,1,1,7,1,3000,2,2,-1,200312
2,198103,1,6,2,2,1,1,1,1,3500,2,1,2,200709
1,198212,1,6,2,2,1,1,9,1,8000,2,1,2,201002
1,198705,1,3,1,2,4,1,-1,-1,-1,2,2,-1,201201
1,197006,1,3,1,2,1,2,4,1,3000,4,1,3,198901
2,198010,1,3,1,2,1,2,6,3,5000,2,2,-1,200310
1,198711,1,3,1,2,1,2,7,1,2700,2,2,-1,201003
1,198108,1,7,2,2,1,1,15,3,3000,2,2,-1,200910
1,198306,1,3,1,2,1,2,6,3,7000,2,2,-1,200308
2,197710,1,3,1,2,1,2,7,3,4000,2,2,-1,200102
1,197709,20,7,2,2,1,2,15,1,8000,2,1,3,200609
1,198203,1,3,1,2,1,1,4,3,2000,2,2,-1,200607
2,198902,1,3,1,2,3,2,-1,-1,-1,2,2,-1,201102
2,197708,1,3,1,2,1,1,6,3,3000,2,2,-1,200205
1,198303,1,8,1,2,1,2,13,1,5000,2,1,3,201106
1,198902,1,3,1,2,1,2,6,3,2000,2,2,-1,201005
1,197810,1,3,1,2,1,1,6,3,4000,6,2,-1,200310
2,198207,1,3,1,2,1,2,7,3,5000,6,2,-1,200110
2,198212,1,6,2,2,1,1,15,1,3000,2,1,2,200802
2,198111,1,3,1,2,1,1,6,3,10000,2,2,-1,200310
2,198710,1,3,1,2,1,2,6,2,10000,2,2,-1,200708
1,198505,1,3,1,2,1,2,6,3,3500,2,2,-1,201003
1,197301,1,2,1,2,1,2,6,3,5000,1,2,-1,199711
2,198712,1,3,1,2,1,1,6,3,1500,2,2,-1,201101
2,198508,1,3,1,1,1,1,7,1,2000,1,1,2,-1
2,199204,1,3,1,1,3,1,-1,-1,-1,1,2,-1,-1
2,198708,1,2,1,2,4,1,-1,-1,-1,1,2,-1,200805
1,197308,1,3,1,2,1,1,13,1,7000,1,1,1,200103
1,198701,1,6,2,2,1,1,8,1,3000,1,2,-1,201205
1,198402,1,4,1,2,1,1,8,1,2700,4,2,-1,200908
1,198210,1,3,1,1,1,1,7,1,4000,1,2,-1,-1
2,197510,1,3,1,2,1,1,8,1,2000,4,2,-1,200210
2,196802,1,2,1,2,5,1,-1,-1,-1,1,2,-1,198811
2,197006,1,3,1,2,1,1,9,1,6000,1,1,2,199004
2,198202,1,3,1,2,1,1,6,3,6000,5,2,-1,200210
2,197006,1,3,1,2,1,2,13,1,900,4,2,-1,199201
1,198007,1,3,1,2,1,1,6,3,5000,1,2,-1,200910
1,196504,1,3,1,2,1,1,7,3,3000,1,2,-1,198502
1,195911,1,3,1,2,1,1,13,1,3500,1,2,-1,198101
1,197003,1,3,1,2,1,1,7,3,3000,1,2,-1,199301
2,196304,1,3,1,2,1,1,6,3,5000,1,2,-1,198302
1,197810,1,1,1,2,1,1,12,1,2000,1,2,-1,199801
1,197701,1,3,1,2,1,1,6,3,7000,5,2,-1,199702
1,199211,1,3,1,1,1,1,7,1,2300,4,2,-1,-1
1,197203,1,3,1,3,1,1,4,3,4000,2,2,-1,199402
1,197907,1,3,1,2,1,1,6,3,2000,2,2,-1,200404
1,198508,2,4,1,1,1,1,8,4,1700,5,1,1,-1
1,199212,1,4,1,1,1,1,8,1,2000,4,2,-1,-1
1,199402,1,4,1,1,1,1,8,3,2000,4,1,1,-1
1,199211,1,3,1,1,1,1,8,1,2000,4,2,-1,-1
1,199211,1,5,1,1,1,1,8,1,2000,4,2,-1,-1
1,197608,1,3,1,2,1,1,11,1,1500,4,1,1,199110
1,196602,1,3,1,2,1,1,7,3,1000,2,2,-1,198711
2,197103,1,1,1,2,1,1,7,2,1000,2,2,-1,199310
2,198504,1,3,1,2,1,1,7,3,2000,2,1,1,200402
1,196508,1,3,1,2,1,1,8,1,20000,1,1,1,198901
2,197206,1,3,1,1,1,1,15,1,1500,5,1,2,-1
1,197202,1,6,2,2,1,1,13,3,6000,2,2,-1,199711
2,198401,1,3,1,2,1,1,6,1,2000,5,2,-1,200511
1,198204,1,7,1,2,1,1,13,1,3000,2,1,2,200505
1,198010,1,3,1,2,1,1,15,1,2000,1,1,2,200903
2,198106,1,6,1,2,5,1,-1,-1,-1,2,2,-1,200910
2,198108,1,3,1,2,1,2,6,3,4000,2,1,3,200403
1,198003,2,6,2,2,1,2,1,1,5000,2,1,2,200609
2,196810,1,2,1,2,1,1,6,3,1500,2,2,-1,199005
2,196810,1,2,1,2,1,1,6,3,1500,2,2,-1,199005
2,199307,1,4,1,1,6,1,-1,-1,-1,2,1,2,-1
2,198305,1,3,1,2,1,1,6,2,3000,5,2,-1,200402
1,198704,1,4,1,2,1,1,15,1,2000,1,1,3,201002
2,198907,1,3,1,2,1,1,15,1,2000,1,1,2,200905
1,198203,1,8,2,2,1,2,13,1,3000,2,1,1,201008
